Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:2003
e2dff4f5-da9e-5847-a8a3-e862d2988f64,,ACT-RHD:q_abdominal_pelvic_signs_or_symptoms,Abdominal/Pelvic Signs or Symptoms,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
b77cd4f2-85a0-520d-9cc4-c2a667fc6c3f,,ACT-RHD:q_adverse_reaction,Adverse Reaction,,,Question,Coded,"1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 148888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 6b7af79b-ac82-5e31-92c6-28c98f25f349; ef11f3e5-dbc2-5e21-85dc-12d984f238c3; f96ecc22-a114-5b7a-a334-2bdc2d4b62f4; 4d6c8b64-ae48-5307-a0e3-00cec3eeaea3; e6bde973-9fe5-5a6e-accf-d1ab16dd7ddc; e0f8f506-2ff9-5442-b46d-b5c472351326; 5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,
fda86f45-c4bf-5eb0-96fd-c0e161de60e2,,ACT-RHD:q_cardiovascular_signs_or_symptoms,Cardiovascular Signs or Symptoms,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
183fb30e-b861-5b7c-806f-7118a40f2b51,,ACT-RHD:q_date_of_service,Date of Service,,,Question,Date,,,
f7cbfcdc-58bb-5e85-86ab-ffce26a08615,,ACT-RHD:q_if_injection_is_late_why,"If Injection is Late, Why?",,,Question,Coded,Could not arrange transportation; Could not afford injection supplies; Forgot to come; Was not available to come; BPG supply stockout; Other (free text),,
a67e51cf-b30b-5e85-a99a-fa700cbc838e,,ACT-RHD:q_neurological_signs_or_symptoms,Neurological Signs or Symptoms,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
dd715f25-a92a-594b-8d65-74e2fcbf4cc2,,ACT-RHD:q_respiratory_signs_or_symptoms,Respiratory Signs or Symptoms,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
1527c78f-c908-5c77-bc9e-a7f963093174,,ACT-RHD:q_signs_or_symptoms_risk_factors,Signs or Symptoms Risk Factors,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; Moderate risk; High risk; Severe risk,,
090e096b-372d-5219-9b72-dd1026358259,,ACT-RHD:q_skin_mucosa_signs_or_symptoms,Skin Mucosa Signs or Symptoms,,,Question,Coded,163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; 1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
9684b2da-a340-5a70-b8c5-114ba0b1ebcc,,ACT-RHD:q_injection_tolerance,Injection Tolerance,,"how the patient tolerated the injection; second Anaphylaxis trigger in ACT 2.0",Question,Coded,"Tolerated without major issue; 148888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA; Leg numbness; Excessive pain; 5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,
01ca2486-79e4-5988-86b2-953fb45bf927,,ACT-RHD:q_describe_anaphylaxis_events,Describe Anaphylaxis Events,,,Question,Text,,,
252beae5-5112-5d47-9f24-167847850018,,ACT-RHD:q_time_between_injection_and_symptom_onset,Time Between Injection and Symptom Onset,,"approximate interval from injection to symptom onset",Question,Text,,,
